                       STATION NAME                  DATE           PRCP      TMAX      TMIN
                             COURTLAND 2 WSW AL      2018 03 22     0.00      42.62     37.22
                             COURTLAND 2 WSW AL      2018 03 23     0.00      42.80     38.48
                             COURTLAND 2 WSW AL      2018 03 24     0.02      44.24     41.54
                             COURTLAND 2 WSW AL      2018 03 25     0.33      43.70     40.82
                             COURTLAND 2 WSW AL      2018 03 26     0.00      42.08     41.00
                             COURTLAND 2 WSW AL      2018 03 27     0.00      44.42     40.46
                             COURTLAND 2 WSW AL      2018 03 28     0.08      45.32     43.16
                             COURTLAND 2 WSW AL      2018 03 29     1.07      43.70     41.54
                             COURTLAND 2 WSW AL      2018 03 30     0.00      42.80     39.20
                             COURTLAND 2 WSW AL      2018 03 31     0.00      44.78     38.48
                               FAIRHOPE 3 NE AL      2018 03 01     0.10      46.04     42.98
                               FAIRHOPE 3 NE AL      2018 03 02     0.00      44.78     40.28
                               FAIRHOPE 3 NE AL      2018 03 03     0.00      45.14     39.92
                               FAIRHOPE 3 NE AL      2018 03 04     0.00      44.78     39.38
                               FAIRHOPE 3 NE AL      2018 03 05     0.00      45.32     40.10
                               FAIRHOPE 3 NE AL      2018 03 06     0.48      44.42     41.36
                               FAIRHOPE 3 NE AL      2018 03 07     0.00      42.44     40.10
                               FAIRHOPE 3 NE AL      2018 03 08     0.00      42.80     37.76
                               FAIRHOPE 3 NE AL      2018 03 09     0.00      43.52     37.94
                               FAIRHOPE 3 NE AL      2018 03 10     0.14      45.32     39.92
                               FAIRHOPE 3 NE AL      2018 03 11     0.35      44.96     41.90
                               FAIRHOPE 3 NE AL      2018 03 12     0.00      42.80     39.02
                               FAIRHOPE 3 NE AL      2018 03 13     0.00      42.80     38.84
                               FAIRHOPE 3 NE AL      2018 03 14     0.00      43.34     38.12
                               FAIRHOPE 3 NE AL      2018 03 15     0.00      43.70     37.40
                               FAIRHOPE 3 NE AL      2018 03 16     0.39      44.42     39.20
                               FAIRHOPE 3 NE AL      2018 03 17     0.00      45.68     43.52
                               FAIRHOPE 3 NE AL      2018 03 18     0.46      45.68     43.88
                               FAIRHOPE 3 NE AL      2018 03 19     0.01      45.50     44.06
                               FAIRHOPE 3 NE AL      2018 03 20     0.00      44.42     41.54
                               FAIRHOPE 3 NE AL      2018 03 21     0.00      43.88     40.82
                               FAIRHOPE 3 NE AL      2018 03 22     0.00      44.06     39.38
                               FAIRHOPE 3 NE AL      2018 03 23     0.00      44.60     39.02
                               FAIRHOPE 3 NE AL      2018 03 24     0.00      45.32     40.64
                               FAIRHOPE 3 NE AL      2018 03 25     0.00      45.86     43.16
                               FAIRHOPE 3 NE AL      2018 03 26     0.00      44.06     42.62
                               FAIRHOPE 3 NE AL      2018 03 27     0.00      45.32     42.08
                               FAIRHOPE 3 NE AL      2018 03 28     0.00      45.86     43.70
                               FAIRHOPE 3 NE AL      2018 03 29     0.52      46.22     43.16
                               FAIRHOPE 3 NE AL      2018 03 30     0.00      44.78     41.18
                               FAIRHOPE 3 NE AL      2018 03 31     0.00      44.96     40.28
                               CULLMAN 3 ENE AL      2018 03 01     0.81      43.88     40.64
                               CULLMAN 3 ENE AL      2018 03 02     0.00      42.08     38.12
                               CULLMAN 3 ENE AL      2018 03 03     0.00      43.16     37.40
                               CULLMAN 3 ENE AL      2018 03 04     0.00      44.24     37.76
                               CULLMAN 3 ENE AL      2018 03 05     0.13      42.44     40.28
                               CULLMAN 3 ENE AL      2018 03 06     0.26      43.34     40.46
                               CULLMAN 3 ENE AL      2018 03 07     0.00      40.64     37.94
                               CULLMAN 3 ENE AL      2018 03 08     0.00      40.46     36.50
                               CULLMAN 3 ENE AL      2018 03 09     0.00      43.16     36.14
                               CULLMAN 3 ENE AL      2018 03 10     1.21      42.44     39.02
                               CULLMAN 3 ENE AL      2018 03 11     1.00      42.44     39.38
                               CULLMAN 3 ENE AL      2018 03 12     0.00      41.18     38.30
                               CULLMAN 3 ENE AL      2018 03 13     0.00      41.72     36.68
                               CULLMAN 3 ENE AL      2018 03 14     0.00      40.82     36.86
                               CULLMAN 3 ENE AL      2018 03 15     0.00      43.88     36.32
                               CULLMAN 3 ENE AL      2018 03 16     0.00      43.52     38.30
                               CULLMAN 3 ENE AL      2018 03 17     0.00      45.50     42.08
                               CULLMAN 3 ENE AL      2018 03 18     0.06      44.24     41.00
                               CULLMAN 3 ENE AL      2018 03 19     1.69      45.14     41.36
                               CULLMAN 3 ENE AL      2018 03 20     0.01      41.54     38.66
                               CULLMAN 3 ENE AL      2018 03 21     0.00      41.18     37.94
                               CULLMAN 3 ENE AL      2018 03 22     0.00      42.08     37.04
                               CULLMAN 3 ENE AL      2018 03 23     0.00      43.16     37.94
                               CULLMAN 3 ENE AL      2018 03 24     0.01      44.78     40.28
                               CULLMAN 3 ENE AL      2018 03 25     0.06      45.32     41.18
                               CULLMAN 3 ENE AL      2018 03 26     0.00      41.54     40.64
                               CULLMAN 3 ENE AL      2018 03 27     0.00      43.16     40.28
                               CULLMAN 3 ENE AL      2018 03 28     0.00      45.32     42.44
                               CULLMAN 3 ENE AL      2018 03 29     0.93      44.60     42.08
                               CULLMAN 3 ENE AL      2018 03 30     0.00      42.62     38.84
                               CULLMAN 3 ENE AL      2018 03 31     0.00      44.42     37.94
                                  FORT PAYNE AL      2018 03 01     0.80      43.88     41.54
                                  FORT PAYNE AL      2018 03 02     0.41      42.80     39.38
                                  FORT PAYNE AL      2018 03 03     0.00      42.98     37.22
                                  FORT PAYNE AL      2018 03 04     0.00      43.70     38.12
                                  FORT PAYNE AL      2018 03 05     0.00      44.78     38.66
                                  FORT PAYNE AL      2018 03 06     0.24      42.26     40.82
                                  FORT PAYNE AL      2018 03 07     0.00      44.06     38.48
                                  FORT PAYNE AL      2018 03 08     0.00      40.28     37.04
                                  FORT PAYNE AL      2018 03 09     0.00      40.46     36.32
                                  FORT PAYNE AL      2018 03 10     0.00      42.80     38.30
                                  FORT PAYNE AL      2018 03 11     1.40      42.44     39.38
                                  FORT PAYNE AL      2018 03 12     0.22      42.44     38.30
                                  FORT PAYNE AL      2018 03 13     0.00      41.54     37.22
                                  FORT PAYNE AL      2018 03 14     0.00      41.72     37.58
                                  FORT PAYNE AL      2018 03 15     0.00      41.18     36.68
                                  FORT PAYNE AL      2018 03 16     0.00      43.88     37.58
                                  FORT PAYNE AL      2018 03 17     0.52      44.42     39.56
                                  FORT PAYNE AL      2018 03 18     0.02      45.50     40.82
